,Texto,Sentimento
950,"RT @cabogilberto: O Nordeste está sendo vítima do desgoverno Lula!

Após décadas de espera pela transposição do rio São Francisco, o povo n…",Insatisfeito
951,"RT @neriazait: @delegadoramagem Que acordo escabroso haverá entre o Dino, o Lula e o PT com as facções criminosas da Maré no Rio de Janeiro…",Insatisfeito
952,"Governo Lula conseguiu parar uma das principais linhas de crédito para pessoa física do país. 

Banco pequeno, banc… https://t.co/NyoZrEpuPQ",Insatisfeito
953,"VÍDEO – “Te amo, Lula”: Menino interrompe presidente em discurso para dizer que “o preço da picanha caiu”
https://t.co/NLa5t2A04F",Insatisfeito
954,"RT @marcosaraujjoo: Que vídeo satisfatório! Homem encontra o rei da rachadinha no avião kkk

🚨 NOS ACOMPANHE, AQUI TODOS SÃO LULA!

bananin…",Insatisfeito
955,RT @izonmar: Mulher de tesoureiro do PT assassinado por bolsonarista encontra com Lula em Foz do Iguaçu: 'Momento inesquecível' | Oeste e S…,Insatisfeito
956,@_Janoninho @ReinholdDayanne Vdd pega bando de vgds lula❤️❤️❤️,Insatisfeito
957,queria que o lula falasse que me ama https://t.co/fP3SGn7CCc,Insatisfeito
958,"@PedrollFernande @TarcianoComR @Teacher261020 @carlosjordy Essa é a questão irmão, repito, não existe ponto de vist… https://t.co/eTzNwUpdK6",Insatisfeito
959,"RT @henriolliveira_: Onde estão os MALDITOS que chamavam de FAKE NEWS todas as VERDADES que estão sendo comprovadas agora?

- inutilidade d…",Muito insatisfeito
960,"RT @lazarorosa25: Presidente Lula com a família de Marcelo Arruda, covardemente assassinado no dia do seu aniversário por um bolsonarista.…",Insatisfeito
961,"RT @deppauloguedes: 👀 ÓIA O PAULO GUEDES DO LULA NO PLIM PLIM  @jornalhoje 📺
Estou assumindo a Presidência da Comissão de Finanças e Tribut…",Insatisfeito
962,"RT @mspbra: Lula ataca e menospreza novamente concursados públicos e causa revolta.

Diz que prefere um político competente a um técnico co…",Insatisfeito
963,"RT @nikolas_dm: Juntamente com @andrefernm e @filipebarrost, protocolamos na PGR um pedido de investigação contra Lula e Padilha pela compr…",Insatisfeito
964,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
965,RT @alertatotal: Lula promove insegurança jurídica... Empresários que fizeram o L... Agora não adianta chorar... Quem reclama já perdeu...,Insatisfeito
966,"RT @jos_jdivinoze: Glauber Braga não perdoa; esculacha o Dudu Bananinha, pego na mentira sobre o Lula e Flávio Dino. https://t.co/oDW2KQiOcb",Insatisfeito
967,"RT @cesarcalejon1: Você pode achar que é um truque, mas, após os anos do bolsonarismo, quando o ódio e a violência foram usados para fazer…",Insatisfeito
968,"RT @lazarorosa25: Governo Lula: Em 73 dias as reservas internacionais aumentaram em US$ 14,2 bilhões. Com Jair, as reservas emagreceram US$…",Insatisfeito
969,"Fico me perguntando por que o Governo Lula, pelo seu ministro da justiça ainda não mandou buscar o Bozo preso e alg… https://t.co/umgNOztWZZ",Insatisfeito
970,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
971,@JoyceBarretosa1 @vinnybrandt @LulaOficial Vdd.  Essa picanha e dura igual o fdp do Lula ruim de engolir,Insatisfeito
972,"RT @MBLivre: 🚨MST COM MEDO

O movimento invasor de terras foi implorar para Lula intervir e tentar barrar a instalação de uma CPI que vai i…",Insatisfeito
973,lulang lula sa antok e,Insatisfeito
974,"RT @candundaradasi: Daha 3 ay önce Brezilya’da başkanlık seçimlerini kaybeden Başkan Bolsonaro, koltuğu bırakmamak için direndi. Taraftarla…",Insatisfeito
975,"RT @Gattiaosta1: Comprar é bom ter Lula como Presidente do Brasil!

Garotinho interrompe discurso de Lula para dizer: Ôi, Lula! Eu te amo!…",Insatisfeito
976,"Oi Lula
18 conto de aumento pô pobre
Sem picanha sem cerveja.
O aumento do seus parças em dia. 
Artistas recebendo… https://t.co/gLDQ13HAnR",Insatisfeito
977,"Overbooking.
https://t.co/Qykr0zP9QE",Insatisfeito
978,RT @liberal22_rs: Um menino interrompeu discurso de Lula para pedir diminuição no preço da picanha. É vergonha atrás de vergonha esse gover…,Insatisfeito
979,RT @gazetadopovo: 94% do mercado financeiro não confia no presidente Lula https://t.co/YYn60bGAiK,Insatisfeito
980,RT @pesquisas_2022: 🚨FOFURA: Uma criança interrompeu a posse do novo diretor-geral da Itaipu para dizer que ama o Lula. O Presidente retrib…,Insatisfeito
981,"RT @AquinoEmanuel: Você pode achar que é um truque, mas, após os anos do bolsonarismo, aonde o ódio e a violência foram usados para fazer p…",Insatisfeito
982,"RT @joel_fi: Eu fico com nojo quando vejo gente como Sérgio Cabral, Lula ou Geddel chorando em virtude de suas prisões.

Esses pilantras fo…",Insatisfeito
983,"RT @leandroruschel: Míriam Leitão, a ""Amélia"" do PCdoB, afirmou que ""executivos do mercado financeiro se deixaram levar pela ideologia"", ao…",Insatisfeito
984,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
985,URGENTE “CASA ESTÁ CAINDO PARA JANJA” ESPOSA DE LULA FOI DESMASCARADA PO... https://t.co/0DpgTSXvSJ via @YouTube,Insatisfeito
986,"RT @pmarcelo1972: Armamento de posse dos ""meninos do Lula"" apreendido hoje pela PMERJ na Cidade de Deus (RJ).
E aí @FlavioDino estas armas…",Insatisfeito
987,Lula: América do Sul só se desenvolverá de forma conjunta https://t.co/fCI3OJXaq2 https://t.co/LiXceJIdKa,Insatisfeito
988,"RT @cesarcalejon1: Você pode achar que é um truque, mas, após os anos do bolsonarismo, quando o ódio e a violência foram usados para fazer…",Insatisfeito
989,"RT @deppauloguedes: FIZ O L PRA TER UM PRESIDENTE QUE ASSIM:
- Oh Lula, Lula!
- Tudo bem?
- Eu te amo!
- Eu te amo também!

É um presidente…",Insatisfeito
990,"@dananfer13 @nikolas_dm Olha quando até o braço direito dele assumiu e o responsabilizou, se o lula não é culpa no… https://t.co/CSAPQDIG4R",Insatisfeito
991,"Lula l@drão Lula l@drão Lula l@drão 
Lula l@drão Lula l@drão Lula l@drão
Lula l@drão Lula l@drão Lula l@drão
Lula l… https://t.co/REa7TfJMVZ",Insatisfeito
992,"@cristinahsan Mas se neguinho do pt chegar de camisa do pt, lula, che, stalin, tudo bem. Se você chegar pra dar aul… https://t.co/K8qVOSndH4",Insatisfeito
993,"RT @Zambelli2210: Novamente lula ataca e menospreza o esforço exaustivo e o mérito dos servidores concursados para justificar seus atos.

C…",Insatisfeito
994,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
995,@antiracistadp @wellsfontenele @lazarorosa25 @gattaz_02 E o lula gala “bicicreta”,Insatisfeito
996,"RT @MarciaSanttos12: ESSES ATAQUES COORDENADOS ,VAI FAVORECER A QUEDA DO LULA. DETALHE ,CHEGARÁ O MOMENTO QUE AS FFAA SERÁ OBRIGADAS Á TOMA…",Insatisfeito
997,"RT @folha: Lula acumula gafes desde a campanha eleitoral, de escravidão a Covid; veja https://t.co/WwYV8LODUz",Insatisfeito
998,"RT @EduGiraoOficial: COINCIDÊNCIA?Leniente c/invasões do MST,min petista do Des.Agrário de LULA é defensor da liberação da maconha.Será q q…",Insatisfeito
999,"RT @Zambelli2210: É inegável: lula está levando o país para o BURACO, destruindo todas as conquistas do governo Bolsonaro para o povo brasi…",Insatisfeito
