,Texto,Sentimento
384,"RT @PedroRonchi2: Ah, mas o Lula vai levar 200 empresários e 34 políticos pra China. Amigo, ao contrário do Bolsonaro que atacava a China,…",Insatisfeito
385,"RT @vozesspaces: 🇧🇷😀 FANTÁSTICO #VozesProgressistas Olha isso 🥰 Que momento 

Garotinho interrompe presidente Lula durante cerimônia do nov…",Insatisfeito
386,"RT @centralpolitcs: 📈Reservas internacionais cresceram US$ 14,2 bi no governo Lula

Nos 73 primeiros dias do governo Lula, as reservas inte…",Insatisfeito
387,RT @BolsonaroSP: Quem dera todo brasileiro pudesse sair às ruas nas grandes cidades com a mesma tranquilidade que Flávio Dino chega na Maré…,Insatisfeito
388,"RT @walterchaaguiar: Só mesmo o Lula @LulaOficial teria um gesto de carinho e respeito como esse. 

Meu,  o Barba parou o discurso pra resp…",Insatisfeito
389,"RT @patyfantinati: Me desculpem os enfermeiros sei que nem todos compactuaram com esse desgoverno mas como disseram alguns, o aumento quem…",Insatisfeito
390,"RT @nikolas_dm: Lula diz que banheiro trans é invenção de satanás e que obesidade é doença e faz piada sobre. Não importa o que diz, mas qu…",Insatisfeito
391,RT @TerraBrasilnot: Lula diz que obesidade é doença e ironiza Flávio Dino https://t.co/dPRmGQ5liH,Insatisfeito
392,"RT @walterchaaguiar: Se o mercado rejeita Lula significa que o povo elegeu o presidente correto 

Quaest: Ao contrário da população, Lula é…",Insatisfeito
393,"@aleealcatraz Do Lula não sei, mas talvez do comunista de Miami pode ser que ele socialize as joias roubadas do pla… https://t.co/ibUvR4Z7YZ",Insatisfeito
394,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
395,@ogTYdollaSIGN @_UTKRASHT_ Chusamba &gt;&gt;&gt;&gt;&gt; best diss no 🧢.... Lula bula mulla..... Best in the game E. M. I  BUNTY 👑👑,Satisfeito
396,@TerraBrasilnot Esse é o maior puxa da saco do Ex-Presidiário Ladrão do Lula,Insatisfeito
397,"RT @patrocluos: “oi lula”
“oi, tudo bem?”
“eu te amo”
“eu te amo também”
“🏃🏻🏃🏻🏃🏻🏃🏻”

 https://t.co/rKDhTwCH9R",Insatisfeito
398,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
399,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
400,@LulaOficial Vç é um ladrao miserave vç vai queimar no fogo do inferno lula,Insatisfeito
401,"RT @FOFOQUEl: ""Oi, Lula... eu te amo!""

🥺❤ 

https://t.co/41eTgkdZDr",Insatisfeito
402,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
403,RT @AlineCouto_Br: Não reconhecemos um governo criminoso. FORA LULA! 26-02-2023. https://t.co/gH2Xv8DReo,Insatisfeito
404,RT @Biakicis: O desgoverno Lula segue tentando barrar a CPMI do 08/01. https://t.co/lDpVbk2dB5,Insatisfeito
405,"RT @revistaoeste: Sob Lula, 27 milhões de vacinas contra covid-19 vencem https://t.co/4qi4OooAgX",Insatisfeito
406,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
407,RT @BolsonaroSP: Quem dera todo brasileiro pudesse sair às ruas nas grandes cidades com a mesma tranquilidade que Flávio Dino chega na Maré…,Insatisfeito
408,"RT @RonnyCombate: 🚨VEJA: Garoto interrompe fala do Presidente Lula e diz ""Oi Lula, eu te amo"".

Itaipu
Paris
Lexa
Macron https://t.co/B2g8S…",Insatisfeito
409,"RT @CarolDeToni: A PICANHA NUNCA CHEGOU, MAS O “BOLSA AVIÃO” VEM AÍ!🤡
A promessa da vez são passagens aéreas a R$ 200 p públicos selecionad…",Insatisfeito
410,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
411,"@Metropoles Vcs tem tanta coisa para mostrar errada desse desgoverno! 
Por ex.: 1) pq o Lula e asseclas não querem… https://t.co/qlj47IPoXV",Insatisfeito
412,"RT @jeonlouies: “oi lula, eu te amo” essa criança não era ninguém menos do que park jimin https://t.co/YcCvLsfBtp",Insatisfeito
413,RT @pollycabral1: Eita como o Lula é amado ❤️ que fofura https://t.co/K5eVwcKyl9,Insatisfeito
414,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
415,@m0ttaa1918 De tempos em tempos eles prendem um lula!,Insatisfeito
416,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
417,"em 4 anos, o genocida ladrão de joias torrou US$ 66 bilhões das reservas internacionais do brasil (juntadas nos gov… https://t.co/CUEjy6gffK",Insatisfeito
418,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
419,"RT @cabogilberto: O Nordeste está sendo vítima do desgoverno Lula!

Após décadas de espera pela transposição do rio São Francisco, o povo n…",Insatisfeito
420,"RT @AquinoEmanuel: Você pode achar que é um truque, mas, após os anos do bolsonarismo, aonde o ódio e a violência foram usados para fazer p…",Insatisfeito
421,"RT @Ro_anna: Oi, Lula. Eu te amo. 🥰🥰🥰 https://t.co/O8dVzOV5iN",Insatisfeito
422,RT @EduardoC_Pinto: A burguesia financeira não está com Lula e nem vai girar. As medidas do Ministro da Fazenda não irão surtir efeito. Ele…,Insatisfeito
423,RT @CNNBrBusiness: Pesquisa com o mercado: 94% não confiam em Lula; 68% acreditam em Campos Neto https://t.co/cOB7aBPNpV,Insatisfeito
424,"não ironicamente eu amo e admiro imensamente, infinitamente mais o @LulaOficial do que ao meu próprio genitor (com… https://t.co/0xbSDpKMbG",Insatisfeito
425,"RT @CarlosBolsonaro: Depois do Presidente @jairbolsonaro diminuir e até isentar dezenas de impostos de medicamentos, inclusive para tratame…",Insatisfeito
426,"RT @walterchaaguiar: Só mesmo o Lula @LulaOficial teria um gesto de carinho e respeito como esse. 

Meu,  o Barba parou o discurso pra resp…",Insatisfeito
427,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
428,"RT @Gattiaosta1: Comprar é bom ter Lula como Presidente do Brasil!

Garotinho interrompe discurso de Lula para dizer: Ôi, Lula! Eu te amo!…",Insatisfeito
429,"RT @ivaldomoraes: ""Oi Lula, eu te amo"" "" eu te amo também!""
https://t.co/7UVNhzNrJw",Insatisfeito
430,"RT @Gattiaosta1: Comprar é bom ter Lula como Presidente do Brasil!

Garotinho interrompe discurso de Lula para dizer: Ôi, Lula! Eu te amo!…",Insatisfeito
431,"@Analise2023 Se os EUA aumentarem os juros o Brasil está fodido. Vão que que colocar o gás a 2,00R$ para Lula se reeleger.",Insatisfeito
432,"RT @centralpolitcs: 📈Reservas internacionais cresceram US$ 14,2 bi no governo Lula

Nos 73 primeiros dias do governo Lula, as reservas inte…",Insatisfeito
433,"RT @depheliolopes: Ministro de Lula anunciou passagem área por R$200,00, mas governo que vira churrasco. 🤦🏿‍♂️🤡 https://t.co/PYNQk5YeuD",Insatisfeito
434,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
435,"RT @carlosjordy: Questionado por uma criança sobre a picanha, Lula pede paciência e diz que o preço vai diminuir mas não é da noite pro dia…",Insatisfeito
436,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
437,"RT @cabogilberto: O Nordeste está sendo vítima do desgoverno Lula!

Após décadas de espera pela transposição do rio São Francisco, o povo n…",Insatisfeito
438,"RT @SigaPepeVargas: ""OI, LULA. TE AMO"" 😍❤️ https://t.co/J6hrRvqpqE",Insatisfeito
439,RT @liberal22_rs: Um menino interrompeu discurso de Lula para pedir diminuição no preço da picanha. É vergonha atrás de vergonha esse gover…,Insatisfeito
440,@gleisi @FlavioDino GLEICE CUIDE DOS POBRES MAS ISSO QUE O GORDUCHO FEZ NÃO DEVIA NÉ A GLOBO 🌎 QUE VCS ACHAM QUE ES… https://t.co/CM6TMv1lfV,Insatisfeito
441,RT @Huaira_Runa: Lula se reúne con la familia de un militante del PT asesinado por un bolsonarista - RT https://t.co/E7IWul8QaD https://t.c…,Insatisfeito
442,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
443,"RT @cesarcalejon1: Você pode achar que é um truque, mas, após os anos do bolsonarismo, quando o ódio e a violência foram usados para fazer…",Insatisfeito
444,"RT @EduGiraoOficial: COINCIDÊNCIA?Leniente c/invasões do MST,min petista do Des.Agrário de LULA é defensor da liberação da maconha.Será q q…",Insatisfeito
445,"RT @Zambelli2210: Novamente lula ataca e menospreza o esforço exaustivo e o mérito dos servidores concursados para justificar seus atos.

C…",Insatisfeito
446,"RT @viniciuscfp82: SENSACIONAL! Menino interrompe Lula e pede para ele baixar o preço da PICANHA. Nada mais justo, afinal, baixar o preço d…",Insatisfeito
447,"RT @BatistaGenro: ""Oi #Lula, eu te amo!""
👇👀🙄😁😍 https://t.co/ZNUfj2ptDp",Insatisfeito
448,"RT @SergioAJBarrett: O momento ternura do Lula com o menino da plateia.       
E quanta diferença dessas imagens com aquelas do Bolsonaro t…",Insatisfeito
449,"RT @Zambelli2210: É inegável: lula está levando o país para o BURACO, destruindo todas as conquistas do governo Bolsonaro para o povo brasi…",Insatisfeito
450,"RT @patyfantinati: Me desculpem os enfermeiros sei que nem todos compactuaram com esse desgoverno mas como disseram alguns, o aumento quem…",Insatisfeito
451,"RT @lazarorosa25: Presidente Lula com a família de Marcelo Arruda, covardemente assassinado no dia do seu aniversário por um bolsonarista.…",Insatisfeito
452,RT @carlosjordy: Ministro da Justiça de lula visita o Complexo da Maré e se reúne com lideranças. Ele foi sem segurança nem escolta. Convoc…,Insatisfeito
453,"RT @nikolas_dm: Juntamente com @andrefernm e @filipebarrost, protocolamos na PGR um pedido de investigação contra Lula e Padilha pela compr…",Insatisfeito
454,"RT @senadorhumberto: Joseph Stiglitz, prêmio Nobel de Economia, diz que o presidente Lula está totalmente certo ao criticar as altas taxas…",Insatisfeito
455,"RT @henriolliveira_: Onde estão os MALDITOS que chamavam de FAKE NEWS todas as VERDADES que estão sendo comprovadas agora?

- inutilidade d…",Muito insatisfeito
456,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
457,"RT @elikatakimoto: Pausa para esse momento de fofura:

- Oi, Lula. Oi, Lula.
- Fala, querido.
- Eu te amo.
- Eu te amo também. https://t.co…",Insatisfeito
458,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
459,"RT @firstladyship: When Buhari was declared the winner in 2015, no one begged Dr. Goodluck Jonathan to congratulate him. President Joe Bide…",Insatisfeito
460,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
461,RT @alertatotal: Nordestinos que fizeram o L exigem que Lula mande reabrir as comportas da transposição do rio São Francisco... Eles não qu…,Insatisfeito
462,"#Institucional | Nesta quinta-feira (16), durante a posse do novo diretor-geral brasileiro da Itaipu Binacional, En… https://t.co/aT8rE8nKS1",Insatisfeito
463,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
464,"RT @elikatakimoto: Pausa para esse momento de fofura:

- Oi, Lula. Oi, Lula.
- Fala, querido.
- Eu te amo.
- Eu te amo também. https://t.co…",Insatisfeito
465,"RT @eutauat: As reservas internacionais diminuíram mais de US$65 bilhões em 4 anos com Bolsonaro. Com Lula, já cresceram mais de US$ 14 bil…",Insatisfeito
466,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
467,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
468,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
469,"RT @habitxc: “oi lula, eu te amo” 🥹 https://t.co/f9PamO17EK",Insatisfeito
470,"RT @chumuruca: @LulaOficial @ricardostuckert LULA APOIA O DITADOR SANGUINÁRIO DANIEL ORTEGA. 
QUE VERGONHA!!! https://t.co/Z9aOZugnva",Insatisfeito
471,"RT @FOFOQUEl: ""Oi, Lula... eu te amo!""

🥺❤ 

https://t.co/41eTgkdZDr",Insatisfeito
472,"RT @nikolas_dm: Juntamente com @andrefernm e @filipebarrost, protocolamos na PGR um pedido de investigação contra Lula e Padilha pela compr…",Insatisfeito
473,RT @Hedilbe49136857: 😂😂😂😂 ... Lula pede paciência sobre o preço da picanha: “Não vai acontecer do dia para a noite.”; VEJA VÍDEO ☛ https://…,Insatisfeito
474,"RT @JovemPanNews: #TaNaRodaJP | Neste domingo, 19 de março, a partir das 14h, tem mais uma edição do programa que faltava no seu fim de sem…",Insatisfeito
475,"RT @jeonlouies: “oi lula, eu te amo” essa criança não era ninguém menos do que park jimin https://t.co/YcCvLsfBtp",Insatisfeito
476,"Vejam onde Lula e os comparsas do PT chegaram…o ministro Dino fez uma visita no único complexo do RJ, com a presenç… https://t.co/HhN4bNUlks",Insatisfeito
477,"RT @ZeliVanderlei: Vejam que fofura,a criança vai até o Presidente @LulaOficial e diz,Oi Lula,Eu te amo,e o Presidente pára e diz,Eu te Amo…",Insatisfeito
478,"RT @nikolas_dm: Juntamente com @andrefernm e @filipebarrost, protocolamos na PGR um pedido de investigação contra Lula e Padilha pela compr…",Insatisfeito
479,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
480,"RT @DinoDebochado: A gente passou tanto tempo com um ser desprezível na presidência, que um simples gesto desse nos enche de esperança. 

T…",Insatisfeito
481,"RT @SigaGazetaBR: #ATENÇÃO: Bancos suspendem concessão de consignado para aposentados após decisão do Governo Lula
 https://t.co/s4NbQ8zcEu",Insatisfeito
482,"@willyjhon542 @VoltaLiberdade @TerraBrasilnot O que o Lula tá fazendo a respeito? Nada, tem que se fod3r mesmo",Insatisfeito
483,RT @chumuruca: @LulaOficial @ricardostuckert LULA GENOCIDA!!! https://t.co/Sh4QphMYBs,Insatisfeito
484,"RT @direitorirerir: Oi Lula.
O gado pira de inveja.
Morrendo de medo das investigações no complexo da maré.
MARIELLE PRESENTE",Insatisfeito
485,"RT @smnthbruxa: Oi, Lula, eu te amo! ❤️💕
 https://t.co/QU0N62cfip",Insatisfeito
486,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
487,"RT @TerraBrasilnot: AGORA: André Fernandes, Filipe Barros e Nikolas Ferreira entram com representação na PGR contra Lula e Padilha pelos su…",Insatisfeito
488,"RT @MarciaSanttos12: BORA VER OS ATAQUES COORDENADOS ,POR UM OUTRO ÂNGULO.

EU VEJO ASSIM: O CAOS SE ESTENDERÁ POR TODO O PAÍS ,NINGUÉM IRÁ…",Insatisfeito
489,"RT @pmarcelo1972: Armamento de posse dos ""meninos do Lula"" apreendido hoje pela PMERJ na Cidade de Deus (RJ).
E aí @FlavioDino estas armas…",Insatisfeito
490,"@brasil247 A capacidade da Gleisi de falar merda é um talento.
Quando o mercado estiver a favor do governo Lula, e… https://t.co/ebAwb7arfu",Insatisfeito
491,RT @TerraBrasilnot: Lula: ‘Cadeia está cheia de gente inocente no Brasil’ https://t.co/5vhk0YBWgV,Insatisfeito
492,"RT @senadorhumberto: Joseph Stiglitz, prêmio Nobel de Economia, diz que o presidente Lula está totalmente certo ao criticar as altas taxas…",Insatisfeito
493,"RT @PedroRonchi2: Ah, mas o Lula vai levar 200 empresários e 34 políticos pra China. Amigo, ao contrário do Bolsonaro que atacava a China,…",Insatisfeito
494,RT @EduGiraoOficial: QUEM TEM MEDO DA CPMI?ATÉ ORÇAMENTO SECRETO Q LULA TANTO CRITICAVA NA CAMPANHA VOLTOU INVIESADO…E tome barganha c/seu…,Insatisfeito
495,"RT @candundaradasi: Daha 3 ay önce Brezilya’da başkanlık seçimlerini kaybeden Başkan Bolsonaro, koltuğu bırakmamak için direndi. Taraftarla…",Insatisfeito
496,RT @rogeriosmarinho: O gov Lula não respeita contratos! A insegurança jurídica tomou conta. A AGU revogou a portaria que autorizava o uso d…,Insatisfeito
497,"@LulaOficial Mas quem derrubou o preço não foi o Lula,  foram os chineses,  eles cortaram a compra de carne do Brasil",Insatisfeito
498,@SimonCezar @GloboNews @MauroPaulino @AlineMidlej Sério! E o Lula fala pra quem???,Insatisfeito
499,@PT_Invictus Porque serâ q Lula vem a Lisboa.,Insatisfeito
500,"RT @izanildo_sabino: @jairbolsonaro Agora temos um presidente que trata o seu povo com carinho e afeto. 
- Oi, Lula. Oi, Lula.
- Fala, quer…",Insatisfeito
501,RT @opilhado: ACHO QUE ESSA FOI A PICANHA PROMETIDA PELO LULA PROS MAIS POBRES! E AINDA TEM MUITO IGNORANTE CAPAZ DE ACREDITAR EM MENTIRAS…,Insatisfeito
502,RT @centralpolitcs: O governo do presidente Lula é contra a CPI e o próprio presidente já criticou a tentativa de abertura da comissão. Sen…,Insatisfeito
503,@Crismagna @sincero_pra @MercadorIbov @jairbolsonaro Não sabe ler?  Sugiro supletivo.  Chamei os dois de vagabundos… https://t.co/AcaVk1AbCS,Insatisfeito
504,RT @TerraBrasilnot: Lula pede paciência sobre o preço da picanha: “Não vai acontecer do dia para a noite.”; VEJA VÍDEO https://t.co/ujQCdlA…,Insatisfeito
505,"RT @PrJosiasPereir3: 🔴 Seguindo orientações de George Soros, Zanin deverá ser barrado para o cargo no STF, mesmo sendo o preferido de Lula.…",Insatisfeito
506,"RT @mspbra: Lula ataca e menospreza novamente concursados públicos e causa revolta.

Diz que prefere um político competente a um técnico co…",Insatisfeito
507,RT @viniluchi: Uma criança interrompendo a posse do novo diretor-geral da Itaipu para dizer que ama o Lula é o melhor vídeo para se ver hoj…,Insatisfeito
508,"RT @blasco_ernesto: ...
puede ser juzgada dos veces por el mismo hecho.
“No tienen pruebas, pero condenan porque están convencidos”, como o…",Insatisfeito
509,@leonelquerino Vc é um lixo igual o Lula,Insatisfeito
510,"Hoje é aniversário da Mamá, 3 aninhos da maior e mais fofa eleitora do iuia, vulgo Lula, que Maceió já viu. https://t.co/ZeGF06re7G",Insatisfeito
511,"RT @AndreteleSUR: El abrazo de Lula a Pamela Silva y a sus hijos este jueves. Son los familiares de Marcelo Arruda, dirigente del @ptbrasil…",Insatisfeito
512,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
513,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
514,"RT @folha: Lula acumula gafes desde a campanha eleitoral, de escravidão a Covid; veja https://t.co/WwYV8LODUz",Insatisfeito
515,"RT @nikolas_dm: Lula diz que banheiro trans é invenção de satanás e que obesidade é doença e faz piada sobre. Não importa o que diz, mas qu…",Insatisfeito
516,"@LulaOficial @ricardostuckert LULA APOIA O DITADOR SANGUINÁRIO DANIEL ORTEGA. 
QUE VERGONHA!!! https://t.co/Z9aOZugnva",Insatisfeito
517,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
518,"RT @marcosaraujjoo: Crianças vai até o Presidente Lula e diz “oi Lula, te amo”. ❤️ 

🚨 NOS ACOMPANHE, AQUI TODOS SÃO LULA!

bananinha/ cpmi…",Insatisfeito
519,"RT @oiIuiz: Lula anunciou uma lei que já existe há 70 anos como se fosse dele. 

E o pior: a velha imprensa acreditou. https://t.co/JqPTGF0…",Insatisfeito
520,"@SF_Moro É, Lula tem que indicar um bolsonarista ou um familiar do Moro para conduzir Itaipú! Vá...",Satisfeito
521,"RT @candundaradasi: Daha 3 ay önce Brezilya’da başkanlık seçimlerini kaybeden Başkan Bolsonaro, koltuğu bırakmamak için direndi. Taraftarla…",Insatisfeito
522,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
523,"RT @morpheus85_: Governo Lula conseguiu parar uma das principais linhas de crédito para pessoa física do país. 

Banco pequeno, bancão, ban…",Insatisfeito
524,"RT @jane456000: Lula te amo ..!
Que fofo 🥰",Insatisfeito
525,"RT @Priscil58400138: @MoaiBJJ Como eu imaginava ,o bicho vai pegar em várias capitais do país ,o caos vai se instalar ,e o Lula não vai con…",Insatisfeito
526,RT @BolsonaroSP: Quem dera todo brasileiro pudesse sair às ruas nas grandes cidades com a mesma tranquilidade que Flávio Dino chega na Maré…,Insatisfeito
527,@tabataamaralsp @AssembleiaSP @caiofranca40 @andreawerner_ @ValdomiroLopes_ Eai vai denunciar o lula por gordofobia?,Insatisfeito
528,"RT @MrciaHelenadeC2: Oi Lula, eu te amo.
Eu te amo tb 
❤️❤️❤️❤️❤️❤️❤️❤️ https://t.co/wTDOtrX3Xb",Insatisfeito
529,"RT @candundaradasi: Daha 3 ay önce Brezilya’da başkanlık seçimlerini kaybeden Başkan Bolsonaro, koltuğu bırakmamak için direndi. Taraftarla…",Insatisfeito
530,"RT @senadorhumberto: Joseph Stiglitz, prêmio Nobel de Economia, diz que o presidente Lula está totalmente certo ao criticar as altas taxas…",Insatisfeito
531,@Pimenta13Br Meu presidente é Luiz Inácio Lula da Silva,Insatisfeito
532,RT @EduGiraoOficial: QUEM TEM MEDO DA CPMI?ATÉ ORÇAMENTO SECRETO Q LULA TANTO CRITICAVA NA CAMPANHA VOLTOU INVIESADO…E tome barganha c/seu…,Insatisfeito
533,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
534,"@dudabolche Mas nem mesmo o PT do Lula é de esquerda. São, hora social democratas, outrora social liberais. Não?",Insatisfeito
535,"RT @marcosaraujjoo: Que vídeo satisfatório! Homem encontra o rei da rachadinha no avião kkk

🚨 NOS ACOMPANHE, AQUI TODOS SÃO LULA!

bananin…",Insatisfeito
536,"RT @genpintosilva: TERÇO DA TRANSFORMAÇÃO 
Deputados pedem que PGR investigue Lula por tentativa de barrar CPMI do atos de 8/1 
 https://t.…",Insatisfeito
537,RT @igordantax: OI LULA 🥹🥹🥹  https://t.co/BYAkWmARBG,Insatisfeito
538,"RT @mspbra: Criança cobra Lula ao vivo sobre o preço da picanha e o deixa em situação constrangedora.

“As coisas não podem acontecer do di…",Insatisfeito
539,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
540,"@lazarorosa25 ""fala meu amor"" lula te vejo como figura paterna",Insatisfeito
541,"RT @nikolas_dm: Juntamente com @andrefernm e @filipebarrost, protocolamos na PGR um pedido de investigação contra Lula e Padilha pela compr…",Insatisfeito
542,"Ah, mas o Lula vai levar 200 empresários e 34 políticos pra China. Amigo, ao contrário do Bolsonaro que atacava a C… https://t.co/r2zAjQm7hw",Insatisfeito
543,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
544,"RT @lazarorosa25: ""Eu orei, curei o Lula e ele não fez nada por mim e pela Record"". Olha o nível do ""cristão"".",Insatisfeito
545,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
546,"RT @Zambelli2210: É inegável: lula está levando o país para o BURACO, destruindo todas as conquistas do governo Bolsonaro para o povo brasi…",Insatisfeito
547,RT @PedroRonchi2: O Lula apresentou projeto pra igualar salários de homens e mulheres. O mercado tá dizendo que isso vai gerar desemprego d…,Insatisfeito
548,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
549,RT @meionorte: Criança interrompe fala do presidente Lula durante evento e se declara: “Eu te amo” https://t.co/nhNzp15PV4,Insatisfeito
550,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
551,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
552,"RT @choquei: 🚨ATENÇÃO: Governo Lula anuncia que Gol e Azul toparam o projeto de passagens aéreas de R$ 200 para aposentados, estudantes e f…",Insatisfeito
553,RT @carlosjordy: Ministro da Justiça de lula visita o Complexo da Maré e se reúne com lideranças. Ele foi sem segurança nem escolta. Convoc…,Insatisfeito
554,@folha Em outubro último eu fui censurado nesta mídia social por falar que Lula estava gagá ao ter um ‘apagão’ no d… https://t.co/4lChzn6e6D,Insatisfeito
555,RT @pesquisas_2022: 🚨FOFURA: Uma criança interrompeu a posse do novo diretor-geral da Itaipu para dizer que ama o Lula. O Presidente retrib…,Insatisfeito
556,"RT @senadorhumberto: Joseph Stiglitz, prêmio Nobel de Economia, diz que o presidente Lula está totalmente certo ao criticar as altas taxas…",Insatisfeito
557,"RT @candundaradasi: Daha 3 ay önce Brezilya’da başkanlık seçimlerini kaybeden Başkan Bolsonaro, koltuğu bırakmamak için direndi. Taraftarla…",Insatisfeito
558,"@opilhado Meu caro, aceite que dói menos: das 9 eleições desde o fim da Ditadura, o PT ganhou 5! Só não ganhou em 2… https://t.co/eCG2pcNuPi",Insatisfeito
559,RT @rogeriosmarinho: O gov Lula não respeita contratos! A insegurança jurídica tomou conta. A AGU revogou a portaria que autorizava o uso d…,Insatisfeito
560,https://t.co/Ee0utIOclZ,Insatisfeito
561,"RT @ueltoncosta_: Repórter da TV Tropical, questionou um cidadão sobre a onda de violência no RN, sob comando da governadora Fátima Bezerra…",Insatisfeito
562,"RT @A_MelhorNoticia: 🚨 Gospel:
Bispo Macedo diz que orou pelo Lula quando o presidente estava doente, mas o petista nunca lhe deu nada em t…",Insatisfeito
563,"RT @Maubmarcon: RENUNCIA LULA!

Lula e Haddad estão implementando no Brasil a mesma fórmula que destruiu a Argentina! https://t.co/jfOgVJDb…",Insatisfeito
564,RT @Amaro_Coronel: Lula está obtendo pleno êxito! Reconheço que é o governo de maior sucesso que tivemos. Nunca antes na história um presid…,Insatisfeito
565,"RT @Zambelli2210: Novamente lula ataca e menospreza o esforço exaustivo e o mérito dos servidores concursados para justificar seus atos.

C…",Insatisfeito
566,"Quando falamos que o amor combateu o ódio, era sobre isso! Depois de anos de fomento à violência, essas pequenas si… https://t.co/sSDiUvPI5D",Insatisfeito
567,"RT @senadorhumberto: Joseph Stiglitz, prêmio Nobel de Economia, diz que o presidente Lula está totalmente certo ao criticar as altas taxas…",Insatisfeito
568,"RT @Dante27455639: Sondeo Tuitero 

Si tuvieras que elegir entre Bukele y todo el combo socialista (Obrador, Maduro, Fernández, Lula, Petro…",Insatisfeito
569,"RT @choquei: “Oi Lula, eu te amo” 😍✨

https://t.co/f36LVGvN9s",Insatisfeito
570,"RT @ATROMBETA3: Zé Trovão se enfurece com chantagem de Lula e omissão de Pacheco: ‘Não é chiqueiro de porco, imundo…’; ASSISTA! https://t.c…",Insatisfeito
571,"RT @lazarorosa25: ""Oi Lula"" https://t.co/5LCPUvFRdS",Insatisfeito
